owner_id,owned_id,share
P000733,C008609,0.2468
P003467,C025537,0.6353
C012971,C015164,0.8500
P012461,C022350,0.5218
C028349,C003920,0.2218
P013213,C027323,0.1564
P012249,C008359,0.1566
C019928,C027984,0.3000
P002871,C031238,1.1500
P008175,C014615,0.0341
P002334,C032795,0.1557
C032535,C027030,0.3000
C029517,C034542,0.3000
P007927,C032609,0.5000
C91000745,C91000746,1.0000
P011405,C007769,0.2017
P013777,C000092,0.1620
P008896,C017188,0.3273
P000086,C020976,0.3750
P002957,C026607,0.0665
P002713,C027246,0.3544
P008962,C034817,0.1177
C033215,C028998,0.4252
P000932,C017613,0.7493
P010228,C010788,0.3000
P005718,C014641,0.7000
P008150,C033293,0.4187
P008034,C023054,0.4362
C011481,C015716,0.1552
P007329,C021500,0.2146
P006728,C004229,0.6329
P009074,C001475,0.0338
P014009,C014421,0.0715
P000452,C003620,0.2790
P003783,C012644,0.1125
C029800,C014372,0.7000
P012035,C011282,0.6090
P007757,C033036,0.5000
P013975,C017515,0.5000
C010486,C027604,0.1233
C018280,C004002,0.8500
P008852,C021009,0.3563
P002516,C024787,0.1841
C023938,C013380,0.5000
P013391,C006445,0.1558
C001086,C003243,0.3540
P006459,C013590,0.5000
P009843,C012471,0.3960
P006853,C007057,0.1000
P012261,C031301 ,0.7000
C022744,C031352,0.1972
P005351,C006814,0.9300
P013962,C029089,0.1374
P009400,C002568,0.1305
P000515,C002383,0.1404
C026563,C027893,0.5201
C021544,C034998,0.8500
P006646,C007358,0.0364
P011052,C019407,0.3726
C021634,C033935,0.1377
P009778,C026458,0.0829
C005241,C007056,0.5000
C023357,C031259,0.1288
C023993,C022573,0.1783
P001374,C010298,0.6141
C013769,C033830,0.5000
P002594,C025053,0.5625
P004498,C032797,0.1934
P011217,C009827,0.0914
P008904,C012406,0.0210
P010159,C019717,0.0600
P009309,C032751,0.5751
P012357,C033744,0.1891
C025173,C019950,0.2000
P002636,C001458,0.4443
P012479,C000866,0.3000
C014441,C032191,0.1880
P005003,C022310,0.5400
P012149,C034100,1.0000
P003405,C016704,0.5038
P007096,C009747,0.1125
C006992,C014573,0.3000
P001664,C025709,1.0000
P004675,C011627,0.1089
P001345,C002159,0.2958
P014983,C025308,0.4127
P008401,C019495,0.5250
P002927,C015641,0.0820
P007077,C032165,0.4235
P013785,C019184,0.0522
C000342,C000348,0.3000
P013897,C027021,0.3123
P007751,C010139,0.1414
C027175,C015254,0.8500
P007147,C004315,0.2610
P001995,C014273,0.2890
P012157,C001091,0.3391
P013452,C030818,0.1436
P003661,C017399,0.1416
P001888,C021907,0.7500
C015923,C011507,0.8500
P005749,C009825,0.7159
C008183,C015348,0.3754
P004907,C014843,1.0800
P000856,C025960,0.1500
P007353,C025654,0.1500
C029976,C011739,0.0709
P001874,C003540,0.4774
P010637,C003809,0.2732
C004679,C004102,0.7000
P004966,C001653,0.4410
C023024,C026613,0.5441
P004179,C011854,0.4350
C030615,C031965,0.8500
C025248,C021472,0.0902
C021989,C028526,0.5000
P009667,C016619,0.5536
P005256,C022035,0.2790
P012338,C013991,0.1372
P005101,C012866,0.6065
C91000838,C91000839,1.0000
C007984,C024164,0.1040
C007550,C030171 ,0.8500
P000746,C007035,0.1562
C030068,C011836,0.3000
P002651,C014182,0.1305
C028486,C021592,0.3846
C010186,C001868,0.2288
P003164,C015818,0.3976
 C91000902,C91000903,1.0000
P014437,C013876,0.2477
P002275,C004763,0.3481
C010165,C032787,0.2970
P011467,C009615,0.3132
P007501,C004236,0.0447
P011403,C024687,0.6577
C010404,C008620,0.3325
C018527,C003489,0.1273
P012717,C016475,0.0867
C006415,C004742,0.2458
P013763,C001891,0.6552
C012937,C020448,0.8500
P011202,C000263,0.0459
P007283,C030621,1.1500
P003316,C025626,0.5286
P013582,C010377,0.0954
C029196,C000522,0.8500
P009524,C024713,0.6491
P010171,C030508,0.7500
C008183,C002878,0.3545
P001753,C000147,0.3567
C008490,C026071,0.3448
C001886,C017169,0.4670
C002608,C033597,0.8500
P010757,C025556,0.2161
P003141,C005136,0.5000
P006408,C031662,0.2314
P010101,C024760,0.5000
C016517,C019268,0.7000
P013054,C015169,0.6509
C008081,C029731,0.3000
C009260,C013706,0.5000
P003103,C031580,0.2250
P009961,C029443,0.4833
C008526,C013825,0.8500
P009152,C008509,0.0614
P005842,C022740,1.0000
C005638,C009639,0.5863
P002865,C006714,1.1500
P014396,C016580,0.1223
P006676,C003639,0.1988
P005485,C030058,0.1203
P000994,C018270,0.5564
P000393,C007199,0.0163
C029954,C007052,0.6174
P008267,C024374,0.3750
P006550,C025370,0.2790
P013565,C032686,0.3451
P006445,C005804,0.0378
P011520,C000808,0.5019
P006497,C027562,0.2107
C000106,C018899,0.3000
C022614,C012082,0.3169
P001999,C024403,1.0800
C013670,C021349,0.1011
P014386,C006841,0.0868
C024654,C017112,0.8500
P008492,C018465,0.7000
C029997,C011130,0.2873
P011583,C030338,0.1500
P009840,C024785,0.0523
P006265,C026072,0.1125
P012096,C030001,1.0000
C91000998,C91000999,1.0000
P012556,C031157,0.3276
P010350,C033736 ,0.2610
P007420,C022317,0.2177
P003135,C031076,0.6090
C027539,C006947,0.4015
P011806,C017726,0.3613
P013284,C008230,0.7099
P013854,C005809,0.6090
P003812,C034401,0.3352
P010217,C033548,0.8700
P004072,C033745,0.3495
P012186,C007364,0.5114
C015935,C023674,0.2657
C029648,C016576,0.3000
C019998,C029546,0.5000
P014295,C014566,0.4479
P006351,C007023,0.4169
P004006,C014399,0.5000
 C007297,C002719,0.7000
P010235,C010759,0.7000
C020512,C029644,0.5871
C032880,C033518,0.7000
P007629,C011124,0.4350
P007919,C016024,0.5716
C011173,C008018,0.5000
C025810,C023926,0.4506
P000763,C028770,0.4328
C91000327,C91000328,1.0000
C003649,C032571,0.3223
C027812,C023698,0.2732
P014507,C025661,1.1500
C028834,C006869,0.1663
C023661,C032299,0.5516
P009596,C034469,1.0000
P004643,C014486,0.6472
P004456,C033525,0.3000
P001477,C030733,0.0745
C017681,C024450,0.2240
C011092,C023850,0.4748
P002119,C032724,0.3346
P002544,C012174,0.1128
C002531,C004815,0.5000
P013938,C022273,0.0473
P014005,C010316,0.3000
C009889,C001565,0.6063
C010169,C013477,0.4852
C022141,C010089,0.3088
P001296,C034430,0.5639
C029088,C023532,0.8500
P013174,C031237,0.4164
P011101,C004570,0.1639
P011768,C027731,0.0370
P008746,C034072,0.0602
P000680,C020132,0.0972
C005166,C029878,0.8500
P014646,C023081,0.2159
C006029,C024276,0.1916
C010583,C015017,0.2421
C003035,C024483,0.5000
P013615,C022604,0.0488
P003068,C030848,0.5298
 P002733,C017082,0.3014
P014393,C003351,0.3728
P003342,C027167,0.2610
P001818,C012011,0.3454
C001378,C013567,0.7000
P006375,C011660,0.0867
P013538,C000162,0.4568
P003982,C006506,0.5000
P004853,C022019,0.5009
P010294,C017229,0.0933
C023906,C018030,0.5000
P011442,C000898,0.3075
P007329,C025057,0.2242
C030180,C002381,0.7000
P010023,C020252,0.3350
C021282,C030704,0.3379
P004106,C022363,0.3450
P008231,C010384,0.5536
P012662,C033381,0.3901
P004370,C009767,0.5000
P007329,C024898,0.6947
C014208,C032202,0.8500
P001956,C000428,0.5750
P010086,C033902,0.1576
P001823,C004859,0.5000
C014461,C005417,0.2028
P009207,C027492,0.2030
C013168,C008095,0.4959
C000697,C030919,0.1615
P006593,C023783,0.3867
P011025,C006061,0.4739
C004283,C025880,0.5140
C015090,C002488,0.5000
C029297,C020238,0.3865
P008223,C007450,0.0605
C031383,C015779,0.2752
C031675,C022102,0.3000
C004365,C010475,0.3838
C011132,C034595,0.5000
P007848,C007746 ,0.1319
P010966,C011052,0.8700
C91001979,C91001980,1.0000
P003746,C027751,0.1606
C007672,C004736,0.1557
P002546,C000211,0.2798
C017733,C023716,0.0688
C025911,C033798,0.8500
C026434,C028608,0.3000
C005663,C009639,0.2637
P006399,C003641,0.5750
P012539,C002910,0.3504
P011742,C019076,0.0339
C028658,C008246,0.8500
P001309,C010954,0.3205
P000569,C009159,0.0270
C005758,C008492,0.3860
P014537,C002788,0.1209
P008089,C021695,0.5250
P004682,C027739,0.0638
P003980,C033494,1.0000
P004046,C025053,0.1084
C027344,C007285,0.3637
C029761,C016617,0.8500
C021906,C020291,0.0956
C024216,C017154,0.6050
P003315,C014044,0.3549
P009470,C012527,0.3240
C91000204,C91000205,1.0000
P010632,C026472,0.0642
P006570,C032302,0.3460
P003987,C006949,0.0258
P011820,C012191,0.3007
P014017,C024261,0.3653
P004114,C025622 ,0.8332
P006516,C021475,0.1500
P007442,C000203 ,0.8050
P014566,C015239,0.1500
C006721,C033259,0.1525
C022785,C011452,0.5000
P003356,C005741,0.0313
P010973,C033514,0.8624
P000676,C012545,0.2317
P004928,C023196,0.2790
C023328,C030631,0.7000
P001235,C001787,0.6090
P013743,C014826,0.5000
P003801,C017793,0.3000
P001759,C019396,0.1260
P008924,C033869,0.8700
P001297,C019870,0.4350
C001007,C002603,0.7000
P004729,C020712,0.0800
C91001236,C91001237,1.0000
P000748,C018843,0.3923
P001216,C007376,0.7000
P000000,C017554,0.2250
C024853,C017760,0.1670
P007460,C023609,0.6162
P005841,C014414,0.1500
P002272,C009472,1.0000
P004187,C007273,0.0583
P012513,C000321,0.6624
P014382,C011204,0.3750
P007731,C017297,0.1322
C006240,C009559,0.5000
P009789,C003218,0.1282
P007411,C018027,1.1500
C027760,C025740,0.2913
P010142,C012111,0.3000
C91001735,C91001736,1.0000
C029067,C028100,0.1643
P002639,C022746,0.3764
P014575,C031700 ,0.1305
P002780,C030956,0.0898
P007101,C032604,0.0463
P009492,C009799,0.6548
C021137,C004652,0.2894
P013646,C023531,0.4190
P010767,C018370,0.7000
P013318,C005496,0.5000
P014807,C005473,0.6510
P010511,C002635,0.7000
P010961,C021399,0.9300
P011949,C033530,0.4417
C018679,C025372,0.1117
C006849,C008830,0.3083
P000521,C013889,0.0423
P013388,C000941,0.3169
P005554,C018460,0.0946
C001222,C025856,0.8500
P012679,C014530,0.1500
C024881,C007775,0.8500
C019341,C004320,0.1643
P013008,C034176,0.2610
P004205,C018747,0.5306
P008095,C012514,0.5000
P009525,C034105,0.0146
P007993,C034013,0.0932
P010903,C018884,0.4811
P009411,C031544,0.3000
P000060,C020906,0.0953
C007984,C030826,0.2988
C000095,C002272,0.2172
P006944,C023773,0.6510
C021109,C010277,0.5000
P014432,C034059,0.0907
C011948,C016095,0.8500
C001385,C030795,0.3000
P007660,C020948,0.3000
C027161,C007202,0.3735
 P007110,C012555,0.2015
C012313,C015653,0.2867
P006780,C010015,0.1494
P009343,C034120,0.3450
C004006,C014602,0.3317
P005764,C021245,0.4992
P007412,C003217,1.0000
C004011,C027980,0.7000
P014320,C024822,0.8050
C012365,C003062,0.4035
C007270,C010523,0.4403
C015955,C009411,0.5000
P001143,C019424,0.7500
 P006925,C019052,0.3024
P001484,C012256,0.4623
P002103,C022265,0.4685
P003322,C024699,0.3000
C005806,C010599,0.7000
P013326,C031732,0.4491
P011484,C012552,0.1500
P009838,C019641,0.2868
P011108,C025640,0.5263
P011454,C030758,0.1686
P014107,C024040,0.1305
C007400,C006292,0.8500
C014513,C027376,0.1679
P004158,C020629,0.3311
P010967,C003832,0.5750
C011687,C020956,0.5000
P012537,C004065,0.4350
P010362,C000835,0.0481
P011872,C007918,0.2027
C019330,C030148,0.7000
C008676,C000777,0.3000
P011186,C002687,0.2105
P009166,C034781,0.2280
C001233,C033344,0.4930
P013596,C002489,0.3063
P007084,C032138,0.5750
P000092,C028545,0.0314
 C021385,C005336,0.7000
P008605,C018863,0.1500
C011119,C031603,0.5000
P013835,C014212,0.1395
P006838,C015185,0.1422
P004540,C009369,0.4012
C001468,C008599,0.5000
P005076,C012104,0.5148
P013956,C014761,1.0000
C008059,C021440,0.7000
C020585,C019674,0.2214
C002311,C023748,0.3000
C026616,C012248,0.1675
P002509,C033645,0.5535
P004406,C004143,0.0924
C004421,C001219,0.8500
P001130,C017911,0.4728
P002197,C000664,0.7000
P008089,C021464,0.1125
C025444,C028093,0.3000
P002889,C032474,0.8050
C023057,C012375,0.1158
P014394,C002967,0.1761
P003913,C031061,0.7680
P004962,C014571,0.1603
P014742,C000621,1.1500
P000369,C000501,0.0875
P002487,C032147,0.1620
C022470,C000379,0.7000
P014064,C010383,0.1395
P004515,C014253,0.0676
P013942,C006857,0.1039
P010463,C012250,0.0455
P013607,C010628,0.4157
C91000600,C91000601,1.0000
C005343,C032015,0.7000
P000552,C005342,0.1445
P010465,C024912,0.5400
C000167,C019660,0.4253
C018487,C034968,0.4743
P010912,C009879,0.2556
C001235,C034195,0.7000
P011562,C027726,0.3817
P007233,C010414,0.3873
P009927,C010865,0.2610
P000846,C013251,0.3000
P000482,C009763,0.0781
P005879,C009587,0.5400
C011172,C034063,0.1784
P010367,C018568,1.0000
 P006172,C024205,0.4684
P008741,C017536,0.2730
P000894,C022221,0.3257
P007921,C017897,0.0594
P008118,C027030,0.6090
P014413,C007034,0.0290
P004142,C001518,0.4071
P014969,C021624,0.0715
P007810,C012885,0.5910
P013428,C018228,0.0600
P006378,C030409,0.1477
C026783,C020144,0.4212
C021862,C034782,0.7000
P005780,C030680,0.1563
C007032,C015706,0.3059
P006378,C008525,0.2836
P001905,C023474,0.1018
P004651,C010539,0.5202
C031951,C021179,0.5000
C022788,C018761,0.7000
P007536,C027955,0.1733
P009109,C007965 ,0.7500
P011756,C016939,0.5000
P014478,C010381,0.0590
P006495,C005934,0.4448
C014673,C025171,0.3546
P007651,C000494,0.4898
P005865,C012960,0.1500
P009795,C034203,0.3450
P007899,C015136,0.7500
P008821,C032546,1.0800
P001600,C011371,0.4034
P003598,C010449,0.4575
P014583,C011141,0.7000
P009714,C031028,0.9300
P000053,C034076,0.6563
P003830,C000369,0.2018
P003830,C025334,0.0526
P005291,C000221,0.2088
P005220,C025643,0.2610
P011795,C000424,0.1012
P001434,C022012,0.5250
P013816,C026204,0.3678
P012349,C030701,0.3863
P012763,C032505,0.1500
P013241,C031954,0.5265
C031935,C022558,0.7000
P005431,C027208,0.5000
P013002,C021855,0.2234
P003031,C018374,0.1590
C005302,C026850,0.5000
P003016,C018957,0.7000
C024657,C024703,0.3705
P010834,C025840,1.0000
C016072,C001556,0.5565
P008500,C020661,0.0794
P006723,C013184,0.4629
P013347,C015438,0.6090
C020409,C015408,0.3000
P008046,C030948,0.2695
C034747,C006936,0.2697
C007787,C026616,0.3000
C032559,C008713,0.8500
P010746,C011769,0.2611
P001922,C017736,0.2047
C029739,C021072,0.4056
P008777,C020172,0.0933
P012132,C015940,0.0889
P006481,C016651,0.3450
P009869,C011748,0.0806
P007715,C015821,0.5000
P013556,C030405,0.5000
C91000644,C91000645,1.0000
C003921,C034389,0.8500
P009379,C028768,0.1323
P001542,C022810,0.1272
C033310,C032264,0.4343
P001577,C009519,0.3718
P005923,C009199,0.6510
C025759,C008376,0.7000
P008831,C027344,1.0000
C019226,C012381,0.0000
P004125,C027420,0.7000
P000958,C014002,0.5221
C011018,C000701,0.2308
C024507,C011256,0.2415
P006009,C011622,0.4355
C033274,C001438,0.2249
C011174,C033931,0.5000
P001973,C018018 ,0.4122
P011271,C030571,0.7000
P009656,C016406,0.0459
C007784,C034001,0.2319
C019396,C030579,0.7000
P014880,C013754,0.0973
C033329,C025810,0.3000
C91001519,C91001520,1.0000
P002373,C002374,0.3000
P012742,C001250,1.0000
C008183,C014154,0.0782
P007480,C006899,0.5007
P006395,C006631,0.2047
C91000893,C91000894,1.0000
P002425,C021801,0.5000
P007513,C015562,0.7068
P001739,C030377,0.5232
P008572,C030236,0.1209
P004043,C022235,0.4586
C006177,C014292,0.7000
C001298,C022845,0.8500
P008297,C030847,0.1333
P012243,C032641,0.1735
P012031,C034884,0.4689
P006103,C028545,0.0574
P003694,C012014,1.0000
C024108,C021423,0.3000
C008452,C013440,0.1718
P006815,C004837,0.4778
P007139,C009536,0.3868
P013786,C008131,0.2302
C009482,C011996,0.8500
P001634,C007968,0.2502
P000289,C023618,0.3240
P006342,C011941,0.1500
P003504,C010566,0.0791
C019406,C008484,0.1797
C019672,C014291,0.6617
P010814,C032760,0.1037
C013315,C034673,0.1983
P001973,C027156,0.7500
P006383,C000538,0.1235
C012002,C007850,0.1625
P007050,C004929,0.2718
C008107,C017204,0.8500
C007015,C011360,0.2534
C029951,C014784,0.2348
C034686,C007899,0.7000
P009793,C018928,0.3076
C004988,C016163,0.8500
C014052,C008505,0.2652
P006101,C019147,0.3640
P013802,C022394,0.2610
P009905,C006990,0.1728
C022853,C020684,0.3530
P002850,C002833,0.2610
C005037,C014427,0.7000
P009949,C032346,0.1388
P009144,C001676,0.0802
C026716,C007348,0.8500
P002179,C006320,0.2990
C013124,C027026,0.3000
P013989,C028494,0.2480
P011008,C007750,0.3888
P005774,C022168,0.1500
P014308,C022409,0.4507
C026521,C022880,0.1946
C018089,C017522,0.3076
C026574,C019292,0.1564
P004233,C008840,0.5933
C008527,C012729,0.0758
C005492,C023025,0.5000
P000283,C010403,0.2776
P000164,C016380,0.0363
P009288,C019762,0.1305
P002895,C011314,0.2016
C025116,C017815,0.5000
P002129,C022387,0.0825
P013963,C017077,0.7560
P005375,C025945,0.1500
P003018,C031775,0.7794
C013357,C013001,0.7000
P006292,C013874,0.8700
P008740,C024545,0.4449
C026309,C000320,0.3302
C006458,C001940,0.3391
P003173,C029346,0.3632
P007390,C032851,0.2984
P000519,C015305,1.0800
P004021,C008817,1.0000
P014825,C026889,0.0865
P004945,C004853,0.2104
P002942,C023567,0.5000
C024600,C032576,0.8500
P010321,C007944,0.3000
P008486,C023439,0.0675
P012169,C030754,0.5795
P003150,C025780,0.6510
C030615,C031386,0.1550
P014734,C022811,0.0374
P012493,C023721,0.3078
P008716,C028541,0.5750
P014121,C029969,0.4316
P006666,C000260,0.0361
P008880,C000127,0.3450
P005730,C015639,0.4350
P014141,C005229,0.3401
P003550,C027945,0.1768
P002189,C027044,0.3000
P007408,C008584,0.2297
C027960,C006036,0.3000
P011995,C007455 ,0.2493
P004761,C000743,0.2887
P007654,C011026,0.0432
C91000728,C91000729,1.0000
P014715,C001077,0.4761
P013804,C001657,0.4639
C91001212,C91001213,1.0000
C001439,C015006,0.1818
C024885,C011593,0.8500
P009528,C003591,0.1176
P008980,C015099,0.3000
C91000084,C91000085,1.0000
P011702,C032931,0.1712
P003054,C029594,1.0000
P001100,C034487,0.1395
P008829,C032331,1.0000
P006606,C031053,0.3347
C005950,C012235,0.1194
P006619,C034681,0.1720
P001542,C033973,0.7000
C91001963,C91001964,1.0000
P006852,C008841,0.4643
P009487,C001604,0.0366
P002909,C031984,0.1933
P009571,C019018,0.1125
P003777,C000781,0.1816
P013797,C033053,0.1500
C025114,C019645,0.1044
P010950,C018525,0.0930
P000142,C029382,0.4650
P007032,C019302,0.1061
P004246,C030871,0.4350
C015980,C009060,0.5000
P010231,C030911,0.3000
C013548,C023162,0.3087
C91000679,C91000680,1.0000
P004370,C006823,0.8700
P010604,C010341,0.1125
C033489,C008818,0.6218
P002254,C024290,0.5449
C011986,C007372,0.3320
P007832,C002215,0.3240
P002814,C016858,1.0000
P005612,C020964,0.3337
C016605,C028610,0.1449
P000140,C019094,0.6090
P010756,C008481,0.0212
P002895,C001742,0.7000
C031954,C013573,0.2054
P001179,C009560,0.2670
P000040,C014003,0.1620
P014514,C029827,0.8700
P011241,C004857,0.8120
P012963,C001397,0.1108
P002955,C032014,1.0000
C029537,C027727,0.8500
P011799,C028496,1.0000
C91001486,C91001487,1.0000
P010271,C017918,0.3750
C034988,C011099,0.1796
P014230,C017577,0.5400
C011168,C002550,0.3000
C031213,C007433,0.1841
P005793,C024716,0.1827
P014027,C016299,0.5652
P013158,C021288,0.4968
P012649,C018909,0.3894
P010572,C001471,1.0000
P002704,C010132,0.9300
C025611,C008721,0.3000
C014540,C013628,0.3000
P004952,C010014,0.6090
P005347,C003285,0.0633
P009837,C019086,0.8700
P007729,C009801,0.1204
P003848,C026255,0.6090
P005571,C010741,0.1559
P014255,C017052,1.1500
P002604,C010748,0.2766
P000383,C031699,0.3000
C028830,C017483,0.1909
P000649,C012203,0.1395
P001523,C002135,0.5000
P013686,C009724,0.3963
P000556,C009629,0.6510
C024870,C002892,0.1719
C022065,C029876,0.1326
P005890,C026572,0.5995
P003149,C007928,0.2610
P006212,C004154,0.2441
P001419,C032231,0.1641
P008887,C028446,0.7560
P004159,C004119,0.4650
C027456,C010060,0.7000
P006753,C026538,0.6079
P008681,C010862,0.1840
P008501,C028289,0.2410
P014876,C007219,0.2034
P008506,C019208,0.2909
C016996,C003180,0.2411
C003560,C024975,0.5000
P004370,C034340,0.0646
P001280,C010411,0.2356
P007713,C013861,0.1500
P009244,C018397,0.0521
C010768,C022402,0.5411
P012793,C006090,0.5119
P009685,C016282,0.3450
 C91001038,C91001039,1.0000
P012270,C011394,0.2961
P006600,C033874,0.0941
P006526,C013577,0.3000
P002872,C028301,0.3000
P005839,C005222,0.6650
C032203,C005909,0.1451
C016584,C016666,0.5000
C026701,C032308,0.5410
P005581,C005363,0.0720
C023481,C022447,0.3000
C024586,C020371,0.5000
C028734,C003759,0.5000
P006222,C023394,0.5000
C024926,C013834,0.4760
C017192,C007776,0.4180
P005240,C006638,0.0353
P001782,C003299,0.1011
P000942,C003630,0.3000
P006793,C005127,0.1112
C005706,C030012,0.8500
P007559,C011534,0.1695
P007893,C005839,0.6015
P008632,C013558,0.2913
P007561,C014587,0.1819
P011706,C028355,0.1500
P011412,C023380,0.0843
P000168,C029947,0.2749
P001295,C021673,0.0232
P003015,C023098,0.5752
P012872,C008660,0.1770
P006850,C027871,0.0841
P003770,C008987,0.4349
P008736,C027914,0.5000
C025026,C027789,0.7000
P014870,C029007,0.1276
P007909,C027676,0.7000
C000164,C010142,0.4665
C034358,C017066,0.4181
C005729,C026224,0.3000
P006620,C033500,0.1451
C018482,C001570,0.5781
P000050,C031766,0.7811
P008659,C004522,0.1952
C026391,C012343,0.2386
P007251,C008589,0.2250
P005463,C013384,0.1595
P001741,C017993,0.0764
P005404,C010234,0.0280
C005552,C027762,0.3105
C005492,C015100,0.2050
P006904,C007152,0.3677
P002931,C014163,0.1066
P001907,C012849,0.6387
C020358,C013290,0.7000
P009055,C027072,0.7560
C009271,C032382,0.3000
P000588,C014222,0.8700
C013591,C031553,0.3654
P014958,C025009,0.1125
P014262,C004018,0.7000
P001924,C013303,0.3365
P002705,C023844,0.0917
C010476,C034460,0.4502
P012463,C007789,0.2122
C012444,C001196,0.7000
P011442,C024631,0.3130
P007719,C032705,0.1072
P012259,C027966,0.1533
P009638,C004882,0.1500
C006378,C012051,0.4082
P003019,C027142,0.2457
P014055,C015060,1.0000
P005340,C018739,0.1889
C009346,C019947,0.8500
